"date","year","month","day","9414001"
1985-04-01,1985,4,1,NA
1985-05-01,1985,5,1,NA
1985-06-01,1985,6,1,NA
1985-07-01,1985,7,1,NA
1985-08-01,1985,8,1,NA
1985-09-01,1985,9,1,NA
1985-10-01,1985,10,1,NA
1985-11-01,1985,11,1,NA
1985-12-01,1985,12,1,NA
1986-01-01,1986,1,1,NA
1986-02-01,1986,2,1,NA
1986-03-01,1986,3,1,NA
1986-04-01,1986,4,1,NA
1986-05-01,1986,5,1,NA
1986-06-01,1986,6,1,NA
1986-07-01,1986,7,1,NA
1986-08-01,1986,8,1,NA
1986-09-01,1986,9,1,NA
1986-10-01,1986,10,1,NA
1986-11-01,1986,11,1,NA
1986-12-01,1986,12,1,NA
1987-01-01,1987,1,1,NA
1987-02-01,1987,2,1,NA
1987-03-01,1987,3,1,NA
1987-04-01,1987,4,1,NA
1987-05-01,1987,5,1,NA
1987-06-01,1987,6,1,NA
1987-07-01,1987,7,1,NA
1987-08-01,1987,8,1,NA
1987-09-01,1987,9,1,NA
1987-10-01,1987,10,1,NA
1987-11-01,1987,11,1,NA
1987-12-01,1987,12,1,NA
1988-01-01,1988,1,1,NA
1988-02-01,1988,2,1,NA
1988-03-01,1988,3,1,NA
1988-04-01,1988,4,1,NA
1988-05-01,1988,5,1,NA
1988-06-01,1988,6,1,NA
1988-07-01,1988,7,1,NA
1988-08-01,1988,8,1,NA
1988-09-01,1988,9,1,NA
1988-10-01,1988,10,1,NA
1988-11-01,1988,11,1,NA
1988-12-01,1988,12,1,NA
1989-01-01,1989,1,1,NA
1989-02-01,1989,2,1,NA
1989-03-01,1989,3,1,NA
1989-04-01,1989,4,1,NA
1989-05-01,1989,5,1,NA
1989-06-01,1989,6,1,NA
1989-07-01,1989,7,1,NA
1989-08-01,1989,8,1,NA
1989-09-01,1989,9,1,NA
1989-10-01,1989,10,1,NA
1989-11-01,1989,11,1,NA
1989-12-01,1989,12,1,NA
1990-01-01,1990,1,1,NA
1990-02-01,1990,2,1,NA
1990-03-01,1990,3,1,NA
1990-04-01,1990,4,1,NA
1990-05-01,1990,5,1,NA
1990-06-01,1990,6,1,NA
1990-07-01,1990,7,1,NA
1990-08-01,1990,8,1,NA
1990-09-01,1990,9,1,NA
1990-10-01,1990,10,1,NA
1990-11-01,1990,11,1,NA
1990-12-01,1990,12,1,NA
1991-01-01,1991,1,1,NA
1991-02-01,1991,2,1,NA
1991-03-01,1991,3,1,NA
1991-04-01,1991,4,1,NA
1991-05-01,1991,5,1,NA
1991-06-01,1991,6,1,NA
1991-07-01,1991,7,1,NA
1991-08-01,1991,8,1,NA
1991-09-01,1991,9,1,NA
1991-10-01,1991,10,1,NA
1991-11-01,1991,11,1,NA
1991-12-01,1991,12,1,NA
1992-01-01,1992,1,1,NA
1992-02-01,1992,2,1,NA
1992-03-01,1992,3,1,NA
1992-04-01,1992,4,1,NA
1992-05-01,1992,5,1,NA
1992-06-01,1992,6,1,NA
1992-07-01,1992,7,1,NA
1992-08-01,1992,8,1,NA
1992-09-01,1992,9,1,NA
1992-10-01,1992,10,1,NA
1992-11-01,1992,11,1,NA
1992-12-01,1992,12,1,NA
1993-01-01,1993,1,1,NA
1993-02-01,1993,2,1,NA
1993-03-01,1993,3,1,NA
1993-04-01,1993,4,1,NA
1993-05-01,1993,5,1,NA
1993-06-01,1993,6,1,NA
1993-07-01,1993,7,1,NA
1993-08-01,1993,8,1,NA
1993-09-01,1993,9,1,NA
1993-10-01,1993,10,1,NA
1993-11-01,1993,11,1,NA
1993-12-01,1993,12,1,NA
1994-01-01,1994,1,1,NA
1994-02-01,1994,2,1,NA
1994-03-01,1994,3,1,NA
1994-04-01,1994,4,1,NA
1994-05-01,1994,5,1,NA
1994-06-01,1994,6,1,NA
1994-07-01,1994,7,1,NA
1994-08-01,1994,8,1,NA
1994-09-01,1994,9,1,NA
1994-10-01,1994,10,1,NA
1994-11-01,1994,11,1,NA
1994-12-01,1994,12,1,NA
1995-01-01,1995,1,1,NA
1995-02-01,1995,2,1,NA
1995-03-01,1995,3,1,NA
1995-04-01,1995,4,1,NA
1995-05-01,1995,5,1,NA
1995-06-01,1995,6,1,NA
1995-07-01,1995,7,1,NA
1995-08-01,1995,8,1,NA
1995-09-01,1995,9,1,NA
1995-10-01,1995,10,1,NA
1995-11-01,1995,11,1,NA
1995-12-01,1995,12,1,NA
1996-01-01,1996,1,1,NA
1996-02-01,1996,2,1,NA
1996-03-01,1996,3,1,NA
1996-04-01,1996,4,1,NA
1996-05-01,1996,5,1,NA
1996-06-01,1996,6,1,NA
1996-07-01,1996,7,1,NA
1996-08-01,1996,8,1,NA
1996-09-01,1996,9,1,NA
1996-10-01,1996,10,1,NA
1996-11-01,1996,11,1,NA
1996-12-01,1996,12,1,NA
1997-01-01,1997,1,1,NA
1997-02-01,1997,2,1,NA
1997-03-01,1997,3,1,NA
1997-04-01,1997,4,1,NA
1997-05-01,1997,5,1,NA
1997-06-01,1997,6,1,NA
1997-07-01,1997,7,1,NA
1997-08-01,1997,8,1,NA
1997-09-01,1997,9,1,NA
1997-10-01,1997,10,1,NA
1997-11-01,1997,11,1,NA
1997-12-01,1997,12,1,NA
1998-01-01,1998,1,1,10.658
1998-02-01,1998,2,1,35.671
1998-03-01,1998,3,1,30.894
1998-04-01,1998,4,1,115.453
1998-05-01,1998,5,1,134.487
1998-06-01,1998,6,1,140.038
1998-07-01,1998,7,1,125.634
1998-08-01,1998,8,1,140.075
1998-09-01,1998,9,1,56.624
1998-10-01,1998,10,1,37.154
1998-11-01,1998,11,1,35.64
1998-12-01,1998,12,1,29.374
1999-01-01,1999,1,1,21.082
1999-02-01,1999,2,1,26.437
1999-03-01,1999,3,1,92.36
1999-04-01,1999,4,1,58.323
1999-05-01,1999,5,1,158.817
1999-06-01,1999,6,1,301.358
1999-07-01,1999,7,1,99.577
1999-08-01,1999,8,1,197.138
1999-09-01,1999,9,1,201.541
1999-10-01,1999,10,1,73.759
1999-11-01,1999,11,1,24.76
1999-12-01,1999,12,1,20.648
2000-01-01,2000,1,1,20.518
2000-02-01,2000,2,1,117.8
2000-03-01,2000,3,1,27.829
2000-04-01,2000,4,1,84.258
2000-05-01,2000,5,1,143.649
2000-06-01,2000,6,1,463.905
2000-07-01,2000,7,1,189.205
2000-08-01,2000,8,1,173.73
2000-09-01,2000,9,1,164.235
2000-10-01,2000,10,1,166.212
2000-11-01,2000,11,1,84.948
2000-12-01,2000,12,1,84.069
2001-01-01,2001,1,1,92.806
2001-02-01,2001,2,1,10.734
2001-03-01,2001,3,1,92.347
2001-04-01,2001,4,1,51.788
2001-05-01,2001,5,1,370.437
2001-06-01,2001,6,1,314.415
2001-07-01,2001,7,1,316.127
2001-08-01,2001,8,1,141.619
2001-09-01,2001,9,1,80.895
2001-10-01,2001,10,1,68.307
2001-11-01,2001,11,1,89.159
2001-12-01,2001,12,1,5.868
2002-01-01,2002,1,1,17.759
2002-02-01,2002,2,1,57.652
2002-03-01,2002,3,1,145.76
2002-04-01,2002,4,1,105.082
2002-05-01,2002,5,1,256.992
2002-06-01,2002,6,1,179.805
2002-07-01,2002,7,1,94.42
2002-08-01,2002,8,1,212.132
2002-09-01,2002,9,1,126.266
2002-10-01,2002,10,1,330.238
2002-11-01,2002,11,1,187.784
2002-12-01,2002,12,1,98.931
2003-01-01,2003,1,1,32.389
2003-02-01,2003,2,1,16.165
2003-03-01,2003,3,1,34.214
2003-04-01,2003,4,1,94.187
2003-05-01,2003,5,1,77.518
2003-06-01,2003,6,1,383.121
2003-07-01,2003,7,1,186.104
2003-08-01,2003,8,1,112.967
2003-09-01,2003,9,1,178.567
2003-10-01,2003,10,1,147.466
2003-11-01,2003,11,1,133.418
2003-12-01,2003,12,1,65.057
2004-01-01,2004,1,1,11.108
2004-02-01,2004,2,1,21.664
2004-03-01,2004,3,1,42.867
2004-04-01,2004,4,1,187.176
2004-05-01,2004,5,1,81.483
2004-06-01,2004,6,1,316.716
2004-07-01,2004,7,1,212.717
2004-08-01,2004,8,1,131.556
2004-09-01,2004,9,1,155.122
2004-10-01,2004,10,1,198.148
2004-11-01,2004,11,1,109.935
2004-12-01,2004,12,1,55.927
2005-01-01,2005,1,1,40.306
2005-02-01,2005,2,1,6.266
2005-03-01,2005,3,1,80.508
2005-04-01,2005,4,1,75.03
2005-05-01,2005,5,1,364.985
2005-06-01,2005,6,1,241.916
2005-07-01,2005,7,1,178.151
2005-08-01,2005,8,1,181.588
2005-09-01,2005,9,1,117.177
2005-10-01,2005,10,1,158.761
2005-11-01,2005,11,1,226.828
2005-12-01,2005,12,1,58.945
2006-01-01,2006,1,1,90.619
2006-02-01,2006,2,1,37.287
2006-03-01,2006,3,1,51.59
2006-04-01,2006,4,1,137.925
2006-05-01,2006,5,1,226.055
2006-06-01,2006,6,1,288.179
2006-07-01,2006,7,1,273.455
2006-08-01,2006,8,1,203.241
2006-09-01,2006,9,1,147.631
2006-10-01,2006,10,1,99.008
2006-11-01,2006,11,1,81.941
2006-12-01,2006,12,1,150.287
2007-01-01,2007,1,1,17.048
2007-02-01,2007,2,1,77.064
2007-03-01,2007,3,1,31.786
2007-04-01,2007,4,1,171.57
2007-05-01,2007,5,1,91.865
2007-06-01,2007,6,1,55.069
2007-07-01,2007,7,1,109.838
2007-08-01,2007,8,1,62.645
2007-09-01,2007,9,1,132.501
2007-10-01,2007,10,1,115.058
2007-11-01,2007,11,1,56.084
2007-12-01,2007,12,1,50.489
2008-01-01,2008,1,1,25.434
2008-02-01,2008,2,1,26.91
2008-03-01,2008,3,1,23.58
2008-04-01,2008,4,1,68.811
2008-05-01,2008,5,1,319.428
2008-06-01,2008,6,1,144.39
2008-07-01,2008,7,1,212.412
2008-08-01,2008,8,1,272.219
2008-09-01,2008,9,1,77.116
2008-10-01,2008,10,1,90.668
2008-11-01,2008,11,1,80.61
2008-12-01,2008,12,1,34.411
2009-01-01,2009,1,1,16.263
2009-02-01,2009,2,1,46.703
2009-03-01,2009,3,1,26
2009-04-01,2009,4,1,104.992
2009-05-01,2009,5,1,358.786
2009-06-01,2009,6,1,117.283
2009-07-01,2009,7,1,58.748
2009-08-01,2009,8,1,161.984
2009-09-01,2009,9,1,97.612
2009-10-01,2009,10,1,143.52
2009-11-01,2009,11,1,169.214
2009-12-01,2009,12,1,104.287
2010-01-01,2010,1,1,49.593
2010-02-01,2010,2,1,93.947
2010-03-01,2010,3,1,57.925
2010-04-01,2010,4,1,25.844
2010-05-01,2010,5,1,108.751
2010-06-01,2010,6,1,182.682
2010-07-01,2010,7,1,140.139
2010-08-01,2010,8,1,161.953
2010-09-01,2010,9,1,34.564
2010-10-01,2010,10,1,57.666
2010-11-01,2010,11,1,89.764
2010-12-01,2010,12,1,86.782
2011-01-01,2011,1,1,85.585
2011-02-01,2011,2,1,26.476
2011-03-01,2011,3,1,71.987
2011-04-01,2011,4,1,149.304
2011-05-01,2011,5,1,118.274
2011-06-01,2011,6,1,142.467
2011-07-01,2011,7,1,76.508
2011-08-01,2011,8,1,187.607
2011-09-01,2011,9,1,121.06
2011-10-01,2011,10,1,72.899
2011-11-01,2011,11,1,83.447
2011-12-01,2011,12,1,9.861
2012-01-01,2012,1,1,36.193
2012-02-01,2012,2,1,121.517
2012-03-01,2012,3,1,29.445
2012-04-01,2012,4,1,12.543
2012-05-01,2012,5,1,210.41
2012-06-01,2012,6,1,258.94
2012-07-01,2012,7,1,50.473
2012-08-01,2012,8,1,103.704
2012-09-01,2012,9,1,38.705
2012-10-01,2012,10,1,62.11
2012-11-01,2012,11,1,39.654
2012-12-01,2012,12,1,229.944
2013-01-01,2013,1,1,10.914
2013-02-01,2013,2,1,42.781
2013-03-01,2013,3,1,16.617
2013-04-01,2013,4,1,113.113
2013-05-01,2013,5,1,175.164
2013-06-01,2013,6,1,60.703
2013-07-01,2013,7,1,78.337
2013-08-01,2013,8,1,112.45
2013-09-01,2013,9,1,92.421
2013-10-01,2013,10,1,75.489
2013-11-01,2013,11,1,86.941
2013-12-01,2013,12,1,20.808
2014-01-01,2014,1,1,88.34
2014-02-01,2014,2,1,20.446
2014-03-01,2014,3,1,70.323
2014-04-01,2014,4,1,83.087
2014-05-01,2014,5,1,210.878
2014-06-01,2014,6,1,244.484
2014-07-01,2014,7,1,238.004
2014-08-01,2014,8,1,162.901
2014-09-01,2014,9,1,117.858
2014-10-01,2014,10,1,74.758
2014-11-01,2014,11,1,42.373
2014-12-01,2014,12,1,22.938
2015-01-01,2015,1,1,0.602
2015-02-01,2015,2,1,2.367
2015-03-01,2015,3,1,6.822
2015-04-01,2015,4,1,45.39
2015-05-01,2015,5,1,181.079
2015-06-01,2015,6,1,286.073
2015-07-01,2015,7,1,302.66
2015-08-01,2015,8,1,203.609
2015-09-01,2015,9,1,94.693
2015-10-01,2015,10,1,71.774
2015-11-01,2015,11,1,34.484
2015-12-01,2015,12,1,40.73
2016-01-01,2016,1,1,13.257
2016-02-01,2016,2,1,6.288
2016-03-01,2016,3,1,12.779
2016-04-01,2016,4,1,121.062
2016-05-01,2016,5,1,63.694
2016-06-01,2016,6,1,25.379
2016-07-01,2016,7,1,261.418
2016-08-01,2016,8,1,139.918
2016-09-01,2016,9,1,52.68
2016-10-01,2016,10,1,110.243
2016-11-01,2016,11,1,42.082
2016-12-01,2016,12,1,73.944
2017-01-01,2017,1,1,50.191
2017-02-01,2017,2,1,44.467
2017-03-01,2017,3,1,57.323
2017-04-01,2017,4,1,90.463
2017-05-01,2017,5,1,56.517
2017-06-01,2017,6,1,238.886
2017-07-01,2017,7,1,51.685
2017-08-01,2017,8,1,194.508
2017-09-01,2017,9,1,69.207
2017-10-01,2017,10,1,100.619
2017-11-01,2017,11,1,41.186
2017-12-01,2017,12,1,45.598
2018-01-01,2018,1,1,25.081
2018-02-01,2018,2,1,18.638
2018-03-01,2018,3,1,116.173
2018-04-01,2018,4,1,132.708
2018-05-01,2018,5,1,141.357
2018-06-01,2018,6,1,176.612
2018-07-01,2018,7,1,137.743
2018-08-01,2018,8,1,152.574
2018-09-01,2018,9,1,179.566
2018-10-01,2018,10,1,125.525
2018-11-01,2018,11,1,104.31
2018-12-01,2018,12,1,34.037
2019-01-01,2019,1,1,NA
2019-02-01,2019,2,1,NA
2019-03-01,2019,3,1,NA
2019-04-01,2019,4,1,NA
2019-05-01,2019,5,1,NA
2019-06-01,2019,6,1,NA
2019-07-01,2019,7,1,NA
2019-08-01,2019,8,1,NA
2019-09-01,2019,9,1,NA
2019-10-01,2019,10,1,NA
2019-11-01,2019,11,1,NA
2019-12-01,2019,12,1,NA
